,Carrier Code,Date (MM/DD/YYYY),Flight Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Taxi-In time (Minutes),Delay Carrier (Minutes)_x,Delay Weather (Minutes)_x,Delay National Aviation System (Minutes)_x,Delay Security (Minutes)_x,Delay Late Aircraft Arrival (Minutes)_x,scheduled_arrival_time,actual_arrival_time,date_x,date_time_x,app_temp_x,dewpt_x,precip_rate_x,rh_x,temp_x,uv_x,vis_x,weather.code_x,wind_gust_spd_x,wind_spd_x,timestamp_local_x,snow_rate_x,key_x,date_time_map_x,Destination Airport,Scheduled departure time,Actual departure time,Scheduled elapsed time (Minutes),Actual elapsed time (Minutes),Departure delay (Minutes),Taxi-Out time (Minutes),Delay Carrier (Minutes)_y,Delay Weather (Minutes)_y,Delay National Aviation System (Minutes)_y,Delay Security (Minutes)_y,Delay Late Aircraft Arrival (Minutes)_y,scheduled_departure_time,actual_departure_time,date_y,date_time_y,app_temp_y,dewpt_y,precip_rate_y,rh_y,temp_y,uv_y,vis_y,weather.code_y,wind_gust_spd_y,wind_spd_y,timestamp_local_y,snow_rate_y,key_y,date_time_map_y,diff
9122,YX,03/13/2023,4447,ORD,22:40,00:00,120,0,0,0,0,0,0,0,0,2023-03-13 22:40:00,2023-03-13 00:00:00,2023-03-13,2023-03-13 22:40:00,-2.3,-0.7,1.0,91,0.6,0.0,5,600,7.3,2.47,2023-03-13 22:45:00,8.0,SYR,2023-03-13 22:45:00,SYR,19:40,00:00,120,0,0,0,0,0,0,0,0,2023-03-13 20:40:00,2023-03-13 01:00:00,2023-03-13,2023-03-13 19:40:00,-6.8,-8.4,0.0,60,-1.7,0.0,14,804,9.0,4.59,2023-03-13 19:45:00,0.0,ORD,2023-03-13 19:45:00,-60.0
9124,OO,03/14/2023,5533,ORD,10:02,00:00,112,0,0,0,0,0,0,0,0,2023-03-14 10:02:00,2023-03-14 00:00:00,2023-03-14,2023-03-14 10:02:00,-5.5,-0.7,1.0,95,0.0,0.9,1,600,10.8,6.2,2023-03-14 10:00:00,15.0,SYR,2023-03-14 10:00:00,SYR,07:10,00:00,112,0,0,0,0,0,0,0,0,2023-03-14 08:10:00,2023-03-14 01:00:00,2023-03-14,2023-03-14 07:10:00,-11.7,-11.0,0.0,68,-6.1,1.4,16,802,7.0,3.93,2023-03-14 07:15:00,0.0,ORD,2023-03-14 07:15:00,-60.0
9128,YX,03/14/2023,3678,ORD,16:49,00:00,112,0,0,0,0,0,0,0,0,2023-03-14 16:49:00,2023-03-14 00:00:00,2023-03-14,2023-03-14 16:49:00,-7.5,-1.7,1.0,92,-0.6,0.8,1,600,11.8,8.96,2023-03-14 16:45:00,17.0,SYR,2023-03-14 16:45:00,SYR,13:57,00:00,112,0,0,0,0,0,0,0,0,2023-03-14 14:57:00,2023-03-14 01:00:00,2023-03-14,2023-03-14 13:57:00,-2.2,-10.1,0.0,43,1.0,4.6,16,802,12.9,2.85,2023-03-14 14:00:00,0.0,ORD,2023-03-14 14:00:00,-60.0
9132,UA,03/14/2023,538,ORD,21:17,00:00,108,0,0,0,0,0,0,0,0,2023-03-14 21:17:00,2023-03-14 00:00:00,2023-03-14,2023-03-14 21:17:00,-7.2,-1.9,0.0,94,-1.1,0.0,3,804,10.9,6.86,2023-03-14 21:15:00,0.0,SYR,2023-03-14 21:15:00,SYR,18:29,00:00,108,0,0,0,0,0,0,0,0,2023-03-14 19:29:00,2023-03-14 01:00:00,2023-03-14,2023-03-14 18:29:00,-0.3,-12.2,0.0,34,2.0,1.5,16,802,2.6,2.1,2023-03-14 18:30:00,0.0,ORD,2023-03-14 18:30:00,-60.0
9366,OO,04/04/2023,5617,ORD,16:50,00:00,115,0,0,0,0,0,0,0,0,2023-04-04 16:50:00,2023-04-04 00:00:00,2023-04-04,2023-04-04 16:50:00,11.6,5.4,0.0,66,11.6,1.0,16,804,7.8,2.72,2023-04-04 16:45:00,0.0,SYR,2023-04-04 16:45:00,SYR,13:55,00:00,115,0,0,0,0,0,0,0,0,2023-04-04 14:55:00,2023-04-04 01:00:00,2023-04-04,2023-04-04 13:55:00,9.4,7.2,4.0,86,9.4,2.2,2,500,12.1,6.2,2023-04-04 14:00:00,0.0,ORD,2023-04-04 14:00:00,-60.0
9375,YX,04/05/2023,4254,ORD,16:36,00:00,109,0,0,0,0,0,0,0,0,2023-04-05 16:36:00,2023-04-05 00:00:00,2023-04-05,2023-04-05 16:36:00,21.6,11.7,0.0,52,22.0,2.0,16,803,16.5,13.06,2023-04-05 16:30:00,0.0,SYR,2023-04-05 16:30:00,SYR,13:47,00:00,109,0,0,0,0,0,0,0,0,2023-04-05 14:47:00,2023-04-05 01:00:00,2023-04-05,2023-04-05 13:47:00,11.7,8.2,0.0,79,11.7,2.2,16,804,17.0,10.3,2023-04-05 13:45:00,0.0,ORD,2023-04-05 13:45:00,-60.0
9376,YX,04/05/2023,3524,ORD,16:50,00:00,115,0,0,0,0,0,0,0,0,2023-04-05 16:50:00,2023-04-05 00:00:00,2023-04-05,2023-04-05 16:50:00,21.8,11.6,1.0,51,22.2,2.1,16,500,17.0,13.4,2023-04-05 16:45:00,0.0,SYR,2023-04-05 16:45:00,SYR,13:55,00:00,115,0,0,0,0,0,0,0,0,2023-04-05 14:55:00,2023-04-05 01:00:00,2023-04-05,2023-04-05 13:55:00,11.7,7.6,0.0,76,11.7,2.8,16,804,15.4,9.8,2023-04-05 14:00:00,0.0,ORD,2023-04-05 14:00:00,-60.0
10213,UA,06/25/2023,636,ORD,23:59,00:00,114,0,0,0,0,0,0,0,0,2023-06-25 23:59:00,2023-06-25 00:00:00,2023-06-25,2023-06-25 23:59:00,22.2,19.3,0.0,86,21.7,0.0,16,803,5.2,2.6,2023-06-26 00:00:00,0.0,SYR,2023-06-26 00:00:00,SYR,21:05,00:00,114,0,0,0,0,0,0,0,0,2023-06-25 22:05:00,2023-06-25 01:00:00,2023-06-25,2023-06-25 21:05:00,21.9,17.1,0.0,75,21.7,0.0,16,804,8.8,5.17,2023-06-25 21:00:00,0.0,ORD,2023-06-25 21:00:00,-60.0
10221,B6,06/26/2023,2516,JFK,23:02,00:00,85,0,0,0,0,0,0,0,0,2023-06-26 23:02:00,2023-06-26 00:00:00,2023-06-26,2023-06-26 23:02:00,19.2,17.0,0.0,89,18.9,0.0,8,804,7.6,2.1,2023-06-26 23:00:00,0.0,SYR,2023-06-26 23:00:00,SYR,21:37,00:02,85,0,145,0,0,0,0,0,0,2023-06-26 21:37:00,2023-06-26 00:02:00,2023-06-26,2023-06-26 21:37:00,23.0,20.4,0.0,89,22.4,0.0,16,804,10.2,2.47,2023-06-26 21:30:00,0.0,JFK,2023-06-26 21:30:00,-2.0
10293,OO,07/05/2023,4802,ORD,16:56,00:00,116,0,0,0,0,0,0,0,0,2023-07-05 16:56:00,2023-07-05 00:00:00,2023-07-05,2023-07-05 16:56:00,32.2,16.1,0.0,38,32.2,3.7,16,802,4.8,3.6,2023-07-05 17:00:00,0.0,SYR,2023-07-05 17:00:00,SYR,14:00,00:00,116,0,0,0,0,0,0,0,0,2023-07-05 15:00:00,2023-07-05 01:00:00,2023-07-05,2023-07-05 14:00:00,31.1,21.5,0.0,66,28.5,3.9,12,804,8.4,3.22,2023-07-05 14:00:00,0.0,ORD,2023-07-05 14:00:00,-60.0
10296,MQ,07/05/2023,3402,ORD,21:32,00:00,116,0,0,0,0,0,0,0,0,2023-07-05 21:32:00,2023-07-05 00:00:00,2023-07-05,2023-07-05 21:32:00,25.0,17.7,0.0,65,24.8,0.0,16,802,1.0,0.75,2023-07-05 21:30:00,0.0,SYR,2023-07-05 21:30:00,SYR,18:36,00:00,116,0,0,0,0,0,0,0,0,2023-07-05 19:36:00,2023-07-05 01:00:00,2023-07-05,2023-07-05 18:36:00,24.5,21.0,7.0,84,23.9,0.7,9,502,10.3,4.3,2023-07-05 18:30:00,0.0,ORD,2023-07-05 18:30:00,-60.0
10334,9E,07/09/2023,5118,JFK,15:23,00:00,84,0,0,0,0,0,0,0,0,2023-07-09 15:23:00,2023-07-09 00:00:00,2023-07-09,2023-07-09 15:23:00,28.6,19.3,0.0,62,27.3,4.8,16,803,5.0,3.35,2023-07-09 15:30:00,0.0,SYR,2023-07-09 15:30:00,SYR,13:59,13:54,84,0,-5,0,0,0,0,0,0,2023-07-09 13:59:00,2023-07-09 13:54:00,2023-07-09,2023-07-09 13:59:00,29.0,22.8,0.0,79,26.7,3.9,16,804,7.2,6.2,2023-07-09 14:00:00,0.0,JFK,2023-07-09 14:00:00,-834.0
10363,OO,07/12/2023,5574,ORD,10:04,00:00,113,0,0,0,0,0,0,0,0,2023-07-12 10:04:00,2023-07-12 00:00:00,2023-07-12,2023-07-12 10:04:00,23.7,13.7,0.0,53,23.9,2.3,16,804,6.4,1.5,2023-07-12 10:00:00,0.0,SYR,2023-07-12 10:00:00,SYR,07:11,00:00,113,0,0,0,0,0,0,0,0,2023-07-12 08:11:00,2023-07-12 01:00:00,2023-07-12,2023-07-12 07:11:00,18.0,15.2,0.0,84,18.0,0.8,16,804,7.0,3.93,2023-07-12 07:15:00,0.0,ORD,2023-07-12 07:15:00,-60.0
10366,MQ,07/12/2023,3949,ORD,16:06,00:00,111,0,0,0,0,0,0,0,0,2023-07-12 16:06:00,2023-07-12 00:00:00,2023-07-12,2023-07-12 16:06:00,28.2,16.4,0.0,50,27.8,2.5,16,804,8.0,3.6,2023-07-12 16:00:00,0.0,SYR,2023-07-12 16:00:00,SYR,13:15,00:00,111,0,0,0,0,0,0,0,0,2023-07-12 14:15:00,2023-07-12 01:00:00,2023-07-12,2023-07-12 13:15:00,21.1,19.1,3.0,91,20.6,3.1,4,500,12.8,3.6,2023-07-12 13:15:00,0.0,ORD,2023-07-12 13:15:00,-60.0
10367,OO,07/12/2023,4802,ORD,16:56,00:00,116,0,0,0,0,0,0,0,0,2023-07-12 16:56:00,2023-07-12 00:00:00,2023-07-12,2023-07-12 16:56:00,26.1,15.5,0.0,52,26.1,1.7,16,804,5.6,4.59,2023-07-12 17:00:00,0.0,SYR,2023-07-12 17:00:00,SYR,14:00,00:00,116,0,0,0,0,0,0,0,0,2023-07-12 15:00:00,2023-07-12 01:00:00,2023-07-12,2023-07-12 14:00:00,21.4,19.3,1.0,91,20.9,3.4,6,500,12.8,3.09,2023-07-12 14:00:00,0.0,ORD,2023-07-12 14:00:00,-60.0
10382,B6,07/13/2023,2516,JFK,23:02,00:00,83,0,0,0,0,0,0,0,0,2023-07-13 23:02:00,2023-07-13 00:00:00,2023-07-13,2023-07-13 23:02:00,18.9,15.0,0.0,78,18.9,0.0,16,802,2.4,1.6,2023-07-13 23:00:00,0.0,SYR,2023-07-13 23:00:00,SYR,21:39,21:56,83,0,17,0,0,0,0,0,0,2023-07-13 21:39:00,2023-07-13 21:56:00,2023-07-13,2023-07-13 21:39:00,26.0,23.8,0.0,93,25.0,0.0,16,802,9.5,7.7,2023-07-13 21:45:00,0.0,JFK,2023-07-13 21:45:00,-1316.0
10477,F9,07/22/2023,1214,MCO,19:18,00:00,172,0,0,0,0,0,0,0,0,2023-07-22 19:18:00,2023-07-22 00:00:00,2023-07-22,2023-07-22 19:18:00,25.5,12.9,0.0,45,25.7,1.7,16,801,3.9,3.72,2023-07-22 19:15:00,0.0,SYR,2023-07-22 19:15:00,SYR,16:26,18:39,172,0,133,0,0,0,0,0,0,2023-07-22 16:26:00,2023-07-22 18:39:00,2023-07-22,2023-07-22 16:26:00,39.3,23.9,2.0,59,33.0,2.6,16,500,10.7,4.09,2023-07-22 16:30:00,0.0,MCO,2023-07-22 16:30:00,-1119.0
10522,MQ,07/26/2023,3402,ORD,21:32,02:31,116,0,0,6,0,0,0,0,0,2023-07-26 21:32:00,2023-07-26 02:31:00,2023-07-26,2023-07-26 21:32:00,27.9,16.1,0.0,50,27.5,0.0,14,804,7.2,4.34,2023-07-26 21:30:00,0.0,SYR,2023-07-26 21:30:00,SYR,18:36,20:15,116,0,99,22,0,0,0,0,0,2023-07-26 19:36:00,2023-07-26 21:15:00,2023-07-26,2023-07-26 18:36:00,36.8,23.9,0.0,65,31.3,0.8,16,804,7.0,3.6,2023-07-26 18:30:00,0.0,ORD,2023-07-26 18:30:00,-1124.0
10727,UA,08/14/2023,210,ORD,21:14,00:00,114,0,0,0,0,0,0,0,0,2023-08-14 21:14:00,2023-08-14 00:00:00,2023-08-14,2023-08-14 21:14:00,20.5,15.4,0.0,73,20.4,0.0,16,804,2.0,2.0,2023-08-14 21:15:00,0.0,SYR,2023-08-14 21:15:00,SYR,18:20,00:00,114,0,0,0,0,0,0,0,0,2023-08-14 19:20:00,2023-08-14 01:00:00,2023-08-14,2023-08-14 18:20:00,19.3,17.7,0.0,93,18.9,0.6,11,804,14.4,9.3,2023-08-14 18:15:00,0.0,ORD,2023-08-14 18:15:00,-60.0
11017,UA,09/09/2023,1693,ORD,16:44,00:00,109,0,0,0,0,0,0,0,0,2023-09-09 16:44:00,2023-09-09 00:00:00,2023-09-09,2023-09-09 16:44:00,22.3,16.7,1.125,71,22.2,1.2,16,500,4.8,3.1,2023-09-09 16:45:00,0.0,SYR,2023-09-09 16:45:00,SYR,13:55,00:00,109,0,0,0,0,0,0,0,0,2023-09-09 14:55:00,2023-09-09 01:00:00,2023-09-09,2023-09-09 13:55:00,23.2,9.0,0.0,39,23.8,5.4,16,802,8.5,5.09,2023-09-09 14:00:00,0.0,ORD,2023-09-09 14:00:00,-60.0
11779,UA,11/13/2023,538,ORD,21:01,22:08,111,0,0,6,0,0,0,0,0,2023-11-13 21:01:00,2023-11-13 22:08:00,2023-11-13,2023-11-13 21:01:00,1.5,1.6,4.0,85,3.9,0.0,5,500,6.4,2.6,2023-11-13 21:00:00,0.0,SYR,2023-11-13 21:00:00,SYR,18:10,18:00,111,0,-10,17,0,0,0,0,0,2023-11-13 19:10:00,2023-11-13 19:00:00,2023-11-13,2023-11-13 18:10:00,11.1,-5.3,0.0,31,11.1,0.0,16,800,4.4,2.1,2023-11-13 18:15:00,0.0,ORD,2023-11-13 18:15:00,188.0
11984,UA,12/01/2023,538,ORD,21:01,01:36,111,0,0,5,0,0,0,0,0,2023-12-01 21:01:00,2023-12-01 01:36:00,2023-12-01,2023-12-01 21:01:00,4.6,3.8,0.0,85,6.1,0.0,10,804,6.4,2.1,2023-12-01 21:00:00,0.0,SYR,2023-12-01 21:00:00,SYR,18:10,18:49,111,0,39,35,0,0,0,0,0,2023-12-01 19:10:00,2023-12-01 19:49:00,2023-12-01,2023-12-01 18:10:00,2.0,4.1,0.0,92,5.3,0.0,10,804,7.6,4.43,2023-12-01 18:15:00,0.0,ORD,2023-12-01 18:15:00,-1093.0
